Operacao,TamanhoEntrada,TempoExecucao(ns),MemoriaUso(bytes)
I,892735,100,0
I,892740,100,0
I,892745,100,0
I,892750,100,0
I,892755,100,0
I,892760,100,0
I,892765,100,0
I,892770,100,0
I,892775,100,0
I,892780,100,0
I,892785,100,0
I,892790,100,0
I,892795,100,0
I,892800,100,0
I,892805,100,0
I,892810,100,0
I,892815,100,0
I,892820,100,0
I,892825,100,0
I,892830,100,0
I,892835,100,0
I,892840,100,0
I,892845,100,0
I,892850,100,0
I,892855,100,0
I,892860,100,0
I,892865,100,0
I,892870,100,0
I,892875,100,0
I,892880,100,0
I,892885,100,0
I,892890,100,0
I,892895,100,0
I,892900,100,0
I,892905,100,0
I,892910,100,0
I,892915,100,0
I,892920,100,0
I,892925,100,0
I,892930,100,0
I,892935,100,0
I,892940,100,0
I,892945,100,0
I,892950,100,0
I,892955,100,0
I,892960,100,0
I,892965,100,0
I,892970,100,0
I,892975,100,0
I,892980,100,0
I,892985,100,0
I,892990,100,0
I,892995,100,0
I,893000,100,0
I,893005,100,0
I,893010,100,0
I,893015,100,0
I,893020,100,0
I,893025,100,0
I,893030,100,0
I,893035,100,0
I,893040,100,0
I,893045,100,0
I,893050,100,0
I,893055,100,0
I,893060,100,0
I,893065,100,0
I,893070,100,0
I,893075,100,0
I,893080,100,0
I,893085,100,0
I,893090,100,0
I,893095,100,0
I,893100,100,0
I,893105,100,0
I,893110,100,0
I,893115,100,0
I,893120,100,0
I,893125,100,0
I,893130,100,0
I,893135,100,0
I,893140,100,0
I,893145,100,0
I,893150,100,0
I,893155,100,0
I,893160,100,0
I,893165,100,0
I,893170,100,0
I,893175,100,0
I,893180,100,0
I,893185,100,0
I,893190,100,0
I,893195,100,0
I,893200,100,0
I,893205,100,0
I,893210,100,0
I,893215,100,0
I,893220,100,0
I,893225,100,0
I,893230,100,0
I,893235,100,0
I,893240,100,0
I,893245,100,0
I,893250,100,0
I,893255,100,0
I,893260,100,0
I,893265,100,0
I,893270,100,0
I,893275,100,0
I,893280,100,0
I,893285,100,0
I,893290,100,0
I,893295,100,0
I,893300,100,0
I,893305,100,0
I,893310,100,0
I,893315,100,0
I,893320,100,0
I,893325,100,0
I,893330,100,0
I,893335,100,0
I,893340,100,0
I,893345,100,0
I,893350,100,0
I,893355,100,0
I,893360,100,0
I,893365,100,0
I,893370,100,0
I,893375,100,0
I,893380,100,0
I,893385,100,0
I,893390,100,0
I,893395,100,0
I,893400,100,0
I,893405,100,0
I,893410,100,0
I,893415,100,0
I,893420,100,0
I,893425,100,0
I,893430,100,0
I,893435,100,0
I,893440,100,0
I,893445,100,0
I,893450,100,0
I,893455,100,0
I,893460,100,0
I,893465,100,0
I,893470,100,0
I,893475,100,0
I,893480,100,0
I,893485,100,0
I,893490,100,0
I,893495,100,0
I,893500,100,0
I,893505,100,0
I,893510,100,0
I,893515,100,0
I,893520,100,0
I,893525,100,0
I,893530,100,0
I,893535,100,0
I,893540,100,0
I,893545,100,0
I,893550,100,0
I,893555,100,0
I,893560,100,0
I,893565,100,0
I,893570,100,0
I,893575,100,0
I,893580,100,0
I,893585,100,0
I,893590,100,0
I,893595,100,0
I,893600,100,0
I,893605,100,0
I,893610,100,0
I,893615,100,0
I,893620,100,0
I,893625,100,0
I,893630,100,0
I,893635,100,0
I,893640,100,0
I,893645,100,0
I,893650,100,0
I,893655,100,0
I,893660,100,0
I,893665,100,0
I,893670,100,0
I,893675,100,0
I,893680,100,0
I,893685,100,0
I,893690,100,0
I,893695,100,0
I,893700,100,0
I,893705,100,0
I,893710,100,0
I,893715,100,0
I,893720,100,0
I,893725,100,0
I,893730,100,0
I,893735,100,0
I,893740,100,0
I,893745,100,0
I,893750,100,0
I,893755,100,0
I,893760,100,0
I,893765,100,0
I,893770,100,0
I,893775,100,0
I,893780,100,0
I,893785,100,0
I,893790,100,0
I,893795,100,0
I,893800,100,0
I,893805,100,0
I,893810,100,0
I,893815,100,0
I,893820,100,0
I,893825,100,0
I,893830,100,0
I,893835,100,0
I,893840,100,0
I,893845,100,0
I,893850,100,0
I,893855,100,0
I,893860,100,0
I,893865,100,0
I,893870,100,0
I,893875,100,0
I,893880,100,0
I,893885,100,0
I,893890,100,0
I,893895,100,0
I,893900,100,0
I,893905,100,0
I,893910,100,0
I,893915,100,0
I,893920,100,0
I,893925,100,0
I,893930,100,0
I,893935,100,0
I,893940,100,0
I,893945,100,0
I,893950,100,0
I,893955,100,0
I,893960,100,0
I,893965,100,0
I,893970,100,0
I,893975,100,0
I,893980,100,0
I,893985,100,0
I,893990,100,0
I,893995,100,0
I,894000,100,0
I,894005,100,0
I,894010,100,0
I,894015,100,0
I,894020,100,0
I,894025,100,0
I,894030,100,0
I,894035,100,0
I,894040,100,0
I,894045,100,0
I,894050,100,0
I,894055,100,0
I,894060,100,0
I,894065,100,0
I,894070,100,0
I,894075,100,0
I,894080,100,0
I,894085,100,0
I,894090,100,0
I,894095,100,0
I,894100,100,0
I,894105,100,0
I,894110,100,0
I,894115,100,0
I,894120,100,0
I,894125,100,0
I,894130,100,0
I,894135,100,0
I,894140,100,0
I,894145,100,0
I,894150,100,0
I,894155,100,0
I,894160,100,0
I,894165,100,0
I,894170,100,0
I,894175,100,0
I,894180,100,0
I,894185,100,0
I,894190,100,0
I,894195,100,0
I,894200,100,0
I,894205,100,0
I,894210,100,0
I,894215,100,0
I,894220,100,0
I,894225,100,0
I,894230,100,0
I,894235,100,0
I,894240,100,0
I,894245,100,0
I,894250,100,0
I,894255,100,0
I,894260,100,0
I,894265,100,0
I,894270,100,0
I,894275,100,0
I,894280,100,0
I,894285,100,0
I,894290,100,0
I,894295,100,0
I,894300,100,0
I,894305,100,0
I,894310,100,0
I,894315,100,0
I,894320,100,0
I,894325,100,0
I,894330,100,0
I,894335,100,0
I,894340,100,0
I,894345,100,0
I,894350,100,0
I,894355,100,0
I,894360,100,0
I,894365,100,0
I,894370,100,0
I,894375,100,0
I,894380,100,0
I,894385,100,0
I,894390,100,0
I,894395,100,0
I,894400,100,0
I,894405,100,0
I,894410,100,0
I,894415,100,0
I,894420,100,0
I,894425,100,0
I,894430,100,0
I,894435,100,0
I,894440,100,0
I,894445,100,0
I,894450,100,0
I,894455,100,0
I,894460,100,0
I,894465,100,0
I,894470,100,0
I,894475,100,0
I,894480,100,0
I,894485,100,0
I,894490,100,0
I,894495,100,0
I,894500,100,0
I,894505,100,0
I,894510,100,0
I,894515,100,0
I,894520,100,0
I,894525,100,0
I,894530,100,0
I,894535,100,0
I,894540,100,0
I,894545,100,0
I,894550,100,0
I,894555,100,0
I,894560,100,0
I,894565,100,0
I,894570,100,0
I,894575,100,0
I,894580,100,0
I,894585,100,0
I,894590,100,0
I,894595,100,0
I,894600,100,0
I,894605,100,0
I,894610,100,0
I,894615,100,0
I,894620,100,0
I,894625,100,0
I,894630,100,0
I,894635,100,0
I,894640,100,0
I,894645,100,0
I,894650,100,0
I,894655,100,0
I,894660,100,0
I,894665,100,0
I,894670,100,0
I,894675,100,0
I,894680,100,0
I,894685,100,0
I,894690,100,0
I,894695,100,0
I,894700,100,0
I,894705,100,0
I,894710,100,0
I,894715,100,0
I,894720,100,0
I,894725,100,0
I,894730,100,0
I,894735,100,0
I,894740,100,0
I,894745,100,0
I,894750,100,0
I,894755,100,0
I,894760,100,0
I,894765,100,0
I,894770,100,0
I,894775,100,0
I,894780,100,0
I,894785,100,0
I,894790,100,0
I,894795,100,0
I,894800,100,0
I,894805,100,0
I,894810,100,0
I,894815,100,0
I,894820,100,0
I,894825,100,0
I,894830,100,0
I,894835,100,0
I,894840,100,0
I,894845,100,0
I,894850,100,0
I,894855,100,0
I,894860,100,0
I,894865,100,0
I,894870,100,0
I,894875,100,0
I,894880,100,0
I,894885,100,0
I,894890,100,0
I,894895,100,0
I,894900,100,0
I,894905,100,0
I,894910,100,0
I,894915,100,0
I,894920,100,0
I,894925,100,0
I,894930,100,0
I,894935,100,0
I,894940,100,0
I,894945,100,0
I,894950,100,0
I,894955,100,0
I,894960,100,0
I,894965,100,0
I,894970,100,0
I,894975,100,0
I,894980,100,0
I,894985,100,0
I,894990,100,0
I,894995,100,0
I,895000,100,0
I,895005,100,0
I,895010,100,0
I,895015,100,0
I,895020,100,0
I,895025,100,0
I,895030,100,0
I,895035,100,0
I,895040,100,0
I,895045,100,0
I,895050,100,0
I,895055,100,0
I,895060,100,0
I,895065,100,0
I,895070,0,0
I,895075,100,0
I,895080,100,0
I,895085,100,0
I,895090,100,0
I,895095,100,0
I,895100,100,0
I,895105,100,0
I,895110,100,0
I,895115,100,0
I,895120,100,0
I,895125,100,0
I,895130,100,0
I,895135,100,0
I,895140,100,0
I,895145,100,0
I,895150,100,0
I,895155,100,0
I,895160,100,0
I,895165,100,0
I,895170,100,0
I,895175,100,0
I,895180,100,0
I,895185,100,0
I,895190,100,0
I,895195,100,0
I,895200,100,0
I,895205,100,0
I,895210,100,0
I,895215,100,0
I,895220,100,0
I,895225,100,0
I,895230,100,0
I,895235,100,0
I,895240,100,0
I,895245,100,0
I,895250,100,0
I,895255,100,0
I,895260,100,0
I,895265,100,0
I,895270,100,0
I,895275,100,0
I,895280,100,0
I,895285,100,0
I,895290,100,0
I,895295,100,0
I,895300,100,0
I,895305,100,0
I,895310,100,0
I,895315,100,0
I,895320,100,0
I,895325,100,0
I,895330,100,0
I,895335,100,0
I,895340,100,0
I,895345,100,0
I,895350,100,0
I,895355,100,0
I,895360,100,0
I,895365,100,0
I,895370,100,0
I,895375,100,0
I,895380,100,0
I,895385,100,0
I,895390,100,0
I,895395,100,0
I,895400,100,0
I,895405,100,0
I,895410,100,0
I,895415,100,0
I,895420,100,0
I,895425,100,0
I,895430,100,0
I,895435,100,0
I,895440,100,0
I,895445,100,0
I,895450,100,0
I,895455,100,0
I,895460,100,0
I,895465,100,0
I,895470,100,0
I,895475,100,0
I,895480,100,0
I,895485,100,0
I,895490,100,0
I,895495,100,0
I,895500,100,0
I,895505,100,0
I,895510,100,0
I,895515,100,0
I,895520,100,0
I,895525,100,0
I,895530,100,0
I,895535,100,0
I,895540,100,0
I,895545,100,0
I,895550,100,0
I,895555,100,0
I,895560,100,0
I,895565,100,0
I,895570,100,0
I,895575,100,0
I,895580,100,0
I,895585,100,0
I,895590,100,0
I,895595,100,0
I,895600,100,0
I,895605,100,0
I,895610,100,0
I,895615,100,0
I,895620,100,0
I,895625,100,0
I,895630,100,0
I,895635,100,0
I,895640,100,0
I,895645,100,0
I,895650,100,0
I,895655,100,0
I,895660,100,0
I,895665,100,0
I,895670,100,0
I,895675,100,0
I,895680,100,0
I,895685,100,0
I,895690,100,0
I,895695,100,0
I,895700,100,0
I,895705,100,0
I,895710,100,0
I,895715,100,0
I,895720,100,0
I,895725,100,0
I,895730,100,0
I,895735,100,0
I,895740,100,0
I,895745,100,0
I,895750,100,0
I,895755,100,0
I,895760,100,0
I,895765,100,0
I,895770,100,0
I,895775,100,0
I,895780,100,0
I,895785,100,0
I,895790,100,0
I,895795,100,0
I,895800,100,0
I,895805,100,0
I,895810,100,0
I,895815,100,0
I,895820,100,0
I,895825,100,0
I,895830,100,0
I,895835,100,0
I,895840,100,0
I,895845,100,0
I,895850,100,0
I,895855,100,0
I,895860,100,0
I,895865,100,0
I,895870,100,0
I,895875,100,0
I,895880,100,0
I,895885,100,0
I,895890,100,0
I,895895,100,0
I,895900,100,0
I,895905,100,0
I,895910,100,0
I,895915,100,0
I,895920,100,0
I,895925,100,0
I,895930,100,0
I,895935,100,0
I,895940,100,0
I,895945,100,0
I,895950,100,0
I,895955,100,0
I,895960,100,0
I,895965,100,0
I,895970,100,0
I,895975,100,0
I,895980,100,0
I,895985,100,0
I,895990,100,0
I,895995,100,0
I,896000,100,0
I,896005,100,0
I,896010,100,0
I,896015,100,0
I,896020,100,0
I,896025,100,0
I,896030,100,0
I,896035,100,0
I,896040,100,0
I,896045,100,0
I,896050,100,0
I,896055,100,0
I,896060,100,0
I,896065,100,0
I,896070,100,0
I,896075,100,0
I,896080,100,0
I,896085,100,0
I,896090,100,0
I,896095,100,0
I,896100,100,0
I,896105,100,0
I,896110,100,0
I,896115,100,0
I,896120,100,0
I,896125,100,0
I,896130,100,0
I,896135,100,0
I,896140,100,0
I,896145,100,0
I,896150,100,0
I,896155,100,0
I,896160,100,0
I,896165,100,0
I,896170,100,0
I,896175,100,0
I,896180,100,0
I,896185,100,0
I,896190,100,0
I,896195,100,0
I,896200,100,0
I,896205,100,0
I,896210,100,0
I,896215,100,0
I,896220,100,0
I,896225,100,0
I,896230,100,0
I,896235,100,0
I,896240,100,0
I,896245,100,0
I,896250,100,0
I,896255,100,0
I,896260,100,0
I,896265,100,0
I,896270,100,0
I,896275,100,0
I,896280,100,0
I,896285,100,0
I,896290,100,0
I,896295,100,0
I,896300,100,0
I,896305,100,0
I,896310,100,0
I,896315,100,0
I,896320,100,0
I,896325,100,0
I,896330,100,0
I,896335,100,0
I,896340,100,0
I,896345,100,0
I,896350,100,0
I,896355,100,0
I,896360,100,0
I,896365,100,0
I,896370,100,0
I,896375,100,0
I,896380,100,0
I,896385,100,0
I,896390,100,0
I,896395,100,0
I,896400,100,0
I,896405,100,0
I,896410,100,0
I,896415,100,0
I,896420,100,0
I,896425,100,0
I,896430,100,0
I,896435,100,0
I,896440,100,0
I,896445,100,0
I,896450,100,0
I,896455,100,0
I,896460,100,0
I,896465,100,0
I,896470,100,0
I,896475,100,0
I,896480,100,0
I,896485,100,0
I,896490,100,0
I,896495,100,0
I,896500,100,0
I,896505,100,0
I,896510,100,0
I,896515,100,0
I,896520,100,0
I,896525,100,0
I,896530,100,0
I,896535,100,0
I,896540,100,0
I,896545,100,0
I,896550,100,0
I,896555,100,0
I,896560,100,0
I,896565,100,0
I,896570,100,0
I,896575,100,0
I,896580,100,0
I,896585,100,0
I,896590,100,0
I,896595,100,0
I,896600,100,0
I,896605,100,0
I,896610,100,0
I,896615,100,0
I,896620,100,0
I,896625,100,0
I,896630,100,0
I,896635,100,0
I,896640,100,0
I,896645,100,0
I,896650,100,0
I,896655,100,0
I,896660,100,0
I,896665,100,0
I,896670,100,0
I,896675,100,0
I,896680,100,0
I,896685,100,0
I,896690,100,0
I,896695,100,0
I,896700,100,0
I,896705,100,0
I,896710,100,0
I,896715,100,0
I,896720,100,0
I,896725,100,0
I,896730,100,0
I,896735,100,0
I,896740,100,0
I,896745,100,0
I,896750,100,0
I,896755,100,0
I,896760,100,0
I,896765,100,0
I,896770,100,0
I,896775,100,0
I,896780,100,0
I,896785,100,0
I,896790,100,0
I,896795,100,0
I,896800,100,0
I,896805,100,0
I,896810,100,0
I,896815,100,0
I,896820,100,0
I,896825,100,0
I,896830,100,0
I,896835,100,0
I,896840,100,0
I,896845,100,0
I,896850,100,0
I,896855,100,0
I,896860,100,0
I,896865,100,0
I,896870,100,0
I,896875,100,0
I,896880,100,0
I,896885,100,0
I,896890,100,0
I,896895,100,0
I,896900,100,0
I,896905,100,0
I,896910,100,0
I,896915,100,0
I,896920,100,0
I,896925,100,0
I,896930,100,0
I,896935,100,0
I,896940,100,0
I,896945,100,0
I,896950,100,0
I,896955,100,0
I,896960,100,0
I,896965,100,0
I,896970,100,0
I,896975,100,0
I,896980,100,0
I,896985,100,0
I,896990,100,0
I,896995,100,0
I,897000,100,0
I,897005,100,0
I,897010,100,0
I,897015,100,0
I,897020,100,0
I,897025,100,0
I,897030,100,0
I,897035,100,0
I,897040,100,0
I,897045,100,0
I,897050,100,0
I,897055,100,0
I,897060,100,0
I,897065,100,0
I,897070,100,0
I,897075,100,0
I,897080,100,0
I,897085,100,0
I,897090,100,0
I,897095,100,0
I,897100,100,0
I,897105,100,0
I,897110,100,0
I,897115,100,0
I,897120,100,0
I,897125,100,0
I,897130,100,0
I,897135,100,0
I,897140,100,0
I,897145,100,0
I,897150,100,0
I,897155,100,0
I,897160,100,0
I,897165,100,0
I,897170,100,0
I,897175,100,0
I,897180,100,0
I,897185,100,0
I,897190,100,0
I,897195,100,0
I,897200,100,0
I,897205,100,0
I,897210,100,0
I,897215,100,0
I,897220,100,0
I,897225,100,0
I,897230,100,0
I,897235,100,0
I,897240,100,0
I,897245,100,0
I,897250,100,0
I,897255,100,0
I,897260,100,0
I,897265,100,0
I,897270,100,0
I,897275,100,0
I,897280,100,0
I,897285,100,0
I,897290,100,0
I,897295,100,0
I,897300,100,0
I,897305,100,0
I,897310,100,0
I,897315,100,0
I,897320,100,0
I,897325,100,0
I,897330,100,0
I,897335,100,0
I,897340,100,0
I,897345,100,0
I,897350,100,0
I,897355,100,0
I,897360,100,0
I,897365,100,0
I,897370,100,0
I,897375,100,0
I,897380,100,0
I,897385,100,0
I,897390,100,0
I,897395,100,0
I,897400,100,0
I,897405,100,0
I,897410,100,0
I,897415,100,0
I,897420,100,0
I,897425,100,0
I,897430,100,0
I,897435,100,0
I,897440,100,0
I,897445,100,0
I,897450,100,0
I,897455,100,0
I,897460,100,0
I,897465,100,0
I,897470,100,0
I,897475,100,0
I,897480,100,0
I,897485,100,0
I,897490,100,0
I,897495,100,0
I,897500,100,0
I,897505,100,0
I,897510,100,0
I,897515,100,0
I,897520,100,0
I,897525,100,0
I,897530,100,0
I,897535,100,0
I,897540,100,0
I,897545,100,0
I,897550,100,0
I,897555,100,0
I,897560,100,0
I,897565,100,0
I,897570,100,0
I,897575,100,0
I,897580,100,0
I,897585,100,0
I,897590,100,0
I,897595,100,0
I,897600,100,0
I,897605,100,0
I,897610,100,0
I,897615,100,0
I,897620,100,0
I,897625,100,0
I,897630,100,0
I,897635,100,0
I,897640,100,0
I,897645,100,0
I,897650,100,0
I,897655,100,0
I,897660,100,0
I,897665,100,0
I,897670,100,0
I,897675,100,0
I,897680,100,0
I,897685,100,0
I,897690,100,0
I,897695,100,0
I,897700,100,0
I,897705,100,0
I,897710,100,0
I,897715,100,0
I,897720,100,0
I,897725,100,0
I,897730,100,0
I,897735,100,0
I,897740,100,0
I,897745,100,0
I,897750,100,0
I,897755,100,0
I,897760,100,0
I,897765,100,0
I,897770,100,0
I,897775,100,0
I,897780,100,0
I,897785,100,0
I,897790,100,0
I,897795,100,0
I,897800,100,0
I,897805,100,0
I,897810,100,0
I,897815,100,0
I,897820,100,0
I,897825,100,0
I,897830,100,0
I,897835,100,0
I,897840,100,0
I,897845,100,0
I,897850,100,0
I,897855,100,0
I,897860,100,0
I,897865,100,0
I,897870,100,0
I,897875,100,0
I,897880,100,0
I,897885,100,0
I,897890,100,0
I,897895,100,0
I,897900,100,0
I,897905,100,0
I,897910,100,0
I,897915,100,0
I,897920,100,0
I,897925,100,0
I,897930,0,0
I,897935,100,0
I,897940,100,0
I,897945,100,0
I,897950,100,0
I,897955,100,0
I,897960,100,0
I,897965,100,0
I,897970,100,0
I,897975,100,0
I,897980,100,0
I,897985,100,0
I,897990,100,0
I,897995,100,0
I,898000,100,0
I,898005,100,0
I,898010,100,0
I,898015,100,0
I,898020,100,0
I,898025,100,0
I,898030,100,0
I,898035,100,0
I,898040,100,0
I,898045,100,0
I,898050,100,0
I,898055,100,0
I,898060,100,0
I,898065,100,0
I,898070,100,0
I,898075,100,0
I,898080,100,0
I,898085,100,0
I,898090,100,0
I,898095,100,0
I,898100,100,0
I,898105,100,0
I,898110,100,0
I,898115,100,0
I,898120,100,0
I,898125,100,0
I,898130,100,0
I,898135,100,0
I,898140,100,0
I,898145,100,0
I,898150,100,0
I,898155,100,0
I,898160,100,0
I,898165,100,0
I,898170,100,0
I,898175,100,0
I,898180,100,0
I,898185,100,0
I,898190,100,0
I,898195,100,0
I,898200,100,0
I,898205,100,0
I,898210,100,0
I,898215,100,0
I,898220,100,0
I,898225,100,0
I,898230,100,0
I,898235,100,0
I,898240,100,0
I,898245,100,0
I,898250,100,0
I,898255,100,0
I,898260,100,0
I,898265,100,0
I,898270,100,0
I,898275,100,0
I,898280,100,0
I,898285,100,0
I,898290,100,0
I,898295,100,0
I,898300,100,0
I,898305,100,0
I,898310,100,0
I,898315,100,0
I,898320,100,0
I,898325,100,0
I,898330,100,0
I,898335,100,0
I,898340,100,0
I,898345,100,0
I,898350,100,0
I,898355,100,0
I,898360,100,0
I,898365,100,0
I,898370,100,0
I,898375,100,0
I,898380,100,0
I,898385,100,0
I,898390,100,0
I,898395,100,0
I,898400,100,0
I,898405,100,0
I,898410,100,0
I,898415,100,0
I,898420,100,0
I,898425,100,0
I,898430,100,0
I,898435,100,0
I,898440,100,0
I,898445,100,0
I,898450,100,0
I,898455,100,0
I,898460,100,0
I,898465,100,0
I,898470,100,0
I,898475,100,0
I,898480,100,0
I,898485,100,0
I,898490,100,0
I,898495,100,0
I,898500,100,0
I,898505,100,0
I,898510,100,0
I,898515,100,0
I,898520,100,0
I,898525,100,0
I,898530,100,0
I,898535,100,0
I,898540,100,0
I,898545,100,0
I,898550,100,0
I,898555,100,0
I,898560,100,0
I,898565,100,0
I,898570,100,0
I,898575,100,0
I,898580,100,0
I,898585,100,0
I,898590,100,0
I,898595,100,0
I,898600,100,0
I,898605,100,0
I,898610,100,0
I,898615,100,0
I,898620,100,0
I,898625,100,0
I,898630,100,0
I,898635,100,0
I,898640,100,0
I,898645,100,0
I,898650,100,0
I,898655,100,0
I,898660,100,0
I,898665,100,0
I,898670,100,0
I,898675,100,0
I,898680,100,0
I,898685,100,0
I,898690,100,0
I,898695,100,0
I,898700,0,0
I,898705,100,0
I,898710,100,0
I,898715,100,0
I,898720,100,0
I,898725,0,0
I,898730,100,0
I,898735,100,0
I,898740,100,0
I,898745,100,0
I,898750,100,0
I,898755,100,0
I,898760,100,0
I,898765,100,0
I,898770,100,0
I,898775,100,0
I,898780,100,0
I,898785,100,0
I,898790,100,0
I,898795,100,0
I,898800,100,0
I,898805,100,0
I,898810,100,0
I,898815,100,0
I,898820,100,0
I,898825,100,0
I,898830,100,0
I,898835,100,0
I,898840,100,0
I,898845,100,0
I,898850,100,0
I,898855,100,0
I,898860,100,0
I,898865,100,0
I,898870,100,0
I,898875,100,0
I,898880,100,0
I,898885,100,0
I,898890,100,0
I,898895,100,0
I,898900,100,0
I,898905,100,0
I,898910,100,0
I,898915,100,0
I,898920,100,0
I,898925,100,0
I,898930,100,0
I,898935,100,0
I,898940,100,0
I,898945,100,0
I,898950,100,0
I,898955,100,0
I,898960,100,0
I,898965,100,0
I,898970,100,0
I,898975,100,0
I,898980,100,0
I,898985,100,0
I,898990,100,0
I,898995,100,0
I,899000,100,0
I,899005,100,0
I,899010,100,0
I,899015,100,0
I,899020,100,0
I,899025,100,0
I,899030,100,0
I,899035,100,0
I,899040,100,0
I,899045,100,0
I,899050,100,0
I,899055,100,0
I,899060,100,0
I,899065,100,0
I,899070,100,0
I,899075,100,0
I,899080,100,0
I,899085,100,0
I,899090,100,0
I,899095,100,0
I,899100,100,0
I,899105,100,0
I,899110,100,0
I,899115,100,0
I,899120,100,0
I,899125,100,0
I,899130,100,0
I,899135,100,0
I,899140,100,0
I,899145,100,0
I,899150,100,0
I,899155,100,0
I,899160,100,0
I,899165,100,0
I,899170,100,0
I,899175,100,0
I,899180,100,0
I,899185,100,0
I,899190,100,0
I,899195,100,0
I,899200,100,0
I,899205,100,0
I,899210,100,0
I,899215,100,0
I,899220,100,0
I,899225,100,0
I,899230,100,0
I,899235,100,0
I,899240,100,0
I,899245,100,0
I,899250,100,0
I,899255,100,0
I,899260,100,0
I,899265,100,0
I,899270,100,0
I,899275,100,0
I,899280,100,0
I,899285,100,0
I,899290,100,0
I,899295,100,0
I,899300,100,0
I,899305,100,0
I,899310,100,0
I,899315,100,0
I,899320,100,0
I,899325,100,0
I,899330,100,0
I,899335,100,0
I,899340,100,0
I,899345,100,0
I,899350,100,0
I,899355,100,0
I,899360,100,0
I,899365,100,0
I,899370,100,0
I,899375,100,0
I,899380,100,0
I,899385,100,0
I,899390,100,0
I,899395,100,0
I,899400,100,0
I,899405,100,0
I,899410,100,0
I,899415,100,0
I,899420,100,0
I,899425,100,0
I,899430,100,0
I,899435,100,0
I,899440,100,0
I,899445,100,0
I,899450,100,0
I,899455,100,0
I,899460,100,0
I,899465,100,0
I,899470,100,0
I,899475,100,0
I,899480,100,0
I,899485,100,0
I,899490,100,0
I,899495,100,0
I,899500,100,0
I,899505,100,0
I,899510,100,0
I,899515,100,0
I,899520,100,0
I,899525,100,0
I,899530,100,0
I,899535,100,0
I,899540,0,0
I,899545,100,0
I,899550,100,0
I,899555,100,0
I,899560,100,0
I,899565,100,0
I,899570,100,0
I,899575,100,0
I,899580,100,0
I,899585,100,0
I,899590,100,0
I,899595,100,0
I,899600,100,0
I,899605,100,0
I,899610,100,0
I,899615,100,0
I,899620,100,0
I,899625,100,0
I,899630,100,0
I,899635,100,0
I,899640,100,0
I,899645,100,0
I,899650,100,0
I,899655,100,0
I,899660,100,0
I,899665,100,0
I,899670,100,0
I,899675,100,0
I,899680,100,0
I,899685,100,0
I,899690,100,0
I,899695,100,0
I,899700,100,0
I,899705,100,0
I,899710,100,0
I,899715,100,0
I,899720,100,0
I,899725,100,0
I,899730,100,0
I,899735,100,0
I,899740,100,0
I,899745,100,0
I,899750,100,0
I,899755,100,0
I,899760,100,0
I,899765,100,0
I,899770,100,0
I,899775,100,0
I,899780,100,0
I,899785,100,0
I,899790,100,0
I,899795,100,0
I,899800,100,0
I,899805,100,0
I,899810,100,0
I,899815,100,0
I,899820,100,0
I,899825,100,0
I,899830,100,0
I,899835,100,0
I,899840,100,0
I,899845,100,0
I,899850,100,0
I,899855,100,0
I,899860,100,0
I,899865,100,0
I,899870,100,0
I,899875,100,0
I,899880,100,0
I,899885,100,0
I,899890,100,0
I,899895,100,0
I,899900,100,0
I,899905,100,0
I,899910,100,0
I,899915,100,0
I,899920,100,0
I,899925,100,0
I,899930,100,0
I,899935,100,0
I,899940,100,0
I,899945,100,0
I,899950,100,0
I,899955,100,0
I,899960,100,0
I,899965,100,0
I,899970,100,0
I,899975,100,0
I,899980,100,0
I,899985,100,0
I,899990,100,0
I,899995,100,0
I,900000,100,0
I,900005,100,0
I,900010,100,0
I,900015,100,0
I,900020,100,0
I,900025,100,0
I,900030,100,0
I,900035,100,0
I,900040,100,0
I,900045,100,0
I,900050,100,0
I,900055,100,0
I,900060,100,0
I,900065,100,0
I,900070,100,0
I,900075,100,0
I,900080,100,0
I,900085,100,0
I,900090,100,0
I,900095,100,0
I,900100,100,0
I,900105,100,0
I,900110,100,0
I,900115,100,0
I,900120,100,0
I,900125,100,0
I,900130,100,0
I,900135,100,0
I,900140,100,0
I,900145,100,0
I,900150,100,0
I,900155,100,0
I,900160,100,0
I,900165,100,0
I,900170,100,0
I,900175,100,0
I,900180,100,0
I,900185,100,0
I,900190,100,0
I,900195,100,0
I,900200,100,0
I,900205,100,0
I,900210,100,0
I,900215,100,0
I,900220,100,0
I,900225,100,0
I,900230,100,0
I,900235,100,0
I,900240,100,0
I,900245,100,0
I,900250,100,0
I,900255,100,0
I,900260,100,0
I,900265,100,0
I,900270,100,0
I,900275,100,0
I,900280,100,0
I,900285,100,0
I,900290,100,0
I,900295,100,0
I,900300,100,0
I,900305,100,0
I,900310,100,0
I,900315,100,0
I,900320,100,0
I,900325,100,0
I,900330,100,0
I,900335,100,0
I,900340,100,0
I,900345,100,0
I,900350,100,0
I,900355,100,0
I,900360,100,0
I,900365,100,0
I,900370,100,0
I,900375,100,0
I,900380,100,0
I,900385,100,0
I,900390,100,0
I,900395,100,0
I,900400,100,0
I,900405,100,0
I,900410,100,0
I,900415,100,0
I,900420,100,0
I,900425,100,0
I,900430,100,0
I,900435,100,0
I,900440,100,0
I,900445,100,0
I,900450,100,0
I,900455,100,0
I,900460,100,0
I,900465,100,0
I,900470,100,0
I,900475,100,0
I,900480,100,0
I,900485,100,0
