Operacao,TamanhoEntrada,TempoExecucao(ns),MemoriaUso(bytes)
I,792,86,0
I,793,65,0
I,794,65,0
I,795,65,0
I,796,54,0
I,797,65,0
I,798,65,0
I,799,65,0
I,800,65,0
I,801,64,0
I,802,64,0
I,803,64,0
I,804,64,0
I,805,65,0
I,806,65,0
I,807,65,0
I,808,64,0
I,809,64,0
I,810,64,0
I,811,64,0
I,812,64,0
I,813,64,0
I,814,64,0
I,815,53,0
I,816,64,0
I,817,64,0
I,818,64,0
I,819,64,0
I,820,64,0
I,821,64,0
I,822,64,0
I,823,64,0
I,824,76,0
I,825,65,0
I,826,65,0
I,827,65,0
I,828,65,0
I,829,65,0
I,830,65,0
I,831,65,0
I,832,65,0
I,833,65,0
I,834,65,0
I,835,64,0
I,836,64,0
I,837,64,0
I,838,64,0
I,839,64,0
I,840,65,0
I,841,54,0
I,842,291,0
I,843,108,0
I,844,65,0
I,845,64,0
I,846,65,0
I,847,65,0
I,848,65,0
I,849,65,0
I,850,65,0
I,851,64,0
I,852,53,0
I,853,64,0
I,854,64,0
I,855,64,0
I,856,64,0
I,857,64,0
I,858,65,0
I,859,54,0
I,860,65,0
I,861,65,0
I,862,65,0
I,863,65,0
I,864,64,0
I,865,64,0
I,866,54,0
I,867,65,0
I,868,65,0
I,869,64,0
I,870,64,0
I,871,65,0
I,872,65,0
I,873,54,0
I,874,65,0
I,875,65,0
I,876,65,0
I,877,64,0
I,878,64,0
I,879,64,0
I,880,65,0
I,881,65,0
I,882,65,0
I,883,65,0
I,884,54,0
I,885,64,0
I,886,64,0
I,887,64,0
I,888,64,0
I,889,64,0
I,890,64,0
I,891,64,0
I,892,65,0
I,893,65,0
I,894,65,0
I,895,64,0
I,896,64,0
I,897,65,0
I,898,65,0
I,899,54,0
I,900,65,0
I,901,65,0
I,902,65,0
I,903,64,0
I,904,64,0
I,905,64,0
I,906,64,0
I,907,64,0
I,908,65,0
I,909,65,0
I,910,65,0
I,911,64,0
I,912,64,0
I,913,64,0
I,914,64,0
I,915,65,0
I,916,65,0
I,917,65,0
I,918,64,0
I,919,53,0
I,920,64,0
I,921,54,0
I,922,65,0
I,923,65,0
I,924,65,0
I,925,64,0
I,926,64,0
I,927,65,0
I,928,65,0
I,929,65,0
I,930,64,0
I,931,65,0
I,932,65,0
I,933,65,0
I,934,65,0
I,935,64,0
I,936,64,0
I,937,65,0
I,938,65,0
I,939,64,0
I,940,64,0
I,941,65,0
I,942,65,0
I,943,65,0
I,944,54,0
I,945,64,0
I,946,64,0
I,947,64,0
I,948,65,0
I,949,65,0
I,950,65,0
I,951,54,0
I,952,65,0
I,953,65,0
I,954,64,0
I,955,64,0
I,956,64,0
I,957,64,0
I,958,65,0
I,959,54,0
I,960,65,0
I,961,54,0
I,962,64,0
I,963,64,0
I,964,65,0
I,965,65,0
I,966,65,0
I,967,54,0
I,968,54,0
I,969,65,0
I,970,64,0
I,971,65,0
I,972,54,0
I,973,65,0
I,974,65,0
I,975,54,0
I,976,65,0
I,977,65,0
I,978,65,0
I,979,64,0
I,980,65,0
I,981,65,0
I,982,65,0
I,983,65,0
I,984,65,0
I,985,65,0
I,986,54,0
I,987,64,0
I,988,64,0
I,989,53,0
I,990,64,0
I,991,64,0
I,992,65,0
I,993,65,0
I,994,64,0
I,995,64,0
I,996,64,0
I,997,64,0
I,998,64,0
I,999,65,0
I,1000,54,0
I,1001,86,0
I,1002,76,0
I,1003,75,0
I,1004,75,0
I,1005,65,0
I,1006,65,0
I,1007,76,0
I,1008,65,0
I,1009,65,0
I,1010,65,0
I,1011,65,0
I,1012,65,0
I,1013,76,0
I,1014,65,0
I,1015,76,0
I,1016,65,0
I,1017,65,0
I,1018,65,0
I,1019,64,0
I,1020,64,0
I,1021,64,0
I,1022,64,0
I,1023,64,0
I,1024,64,0
I,1025,64,0
I,1026,75,0
I,1027,65,0
I,1028,65,0
I,1029,65,0
I,1030,65,0
I,1031,65,0
I,1032,64,0
I,1033,64,0
I,1034,64,0
I,1035,64,0
I,1036,75,0
I,1037,64,0
I,1038,64,0
I,1039,75,0
I,1040,75,0
I,1041,65,0
I,1042,65,0
I,1043,65,0
I,1044,75,0
I,1045,65,0
I,1046,64,0
I,1047,65,0
I,1048,65,0
I,1049,65,0
I,1050,76,0
I,1051,65,0
I,1052,65,0
I,1053,65,0
I,1054,65,0
I,1055,65,0
I,1056,76,0
I,1057,76,0
I,1058,65,0
I,1059,64,0
I,1060,75,0
I,1061,64,0
I,1062,64,0
I,1063,75,0
I,1064,65,0
I,1065,65,0
I,1066,65,0
I,1067,65,0
I,1068,65,0
I,1069,65,0
I,1070,65,0
I,1071,76,0
I,1072,65,0
I,1073,76,0
I,1074,65,0
I,1075,76,0
I,1076,64,0
I,1077,64,0
I,1078,75,0
I,1079,65,0
I,1080,76,0
I,1081,65,0
I,1082,65,0
I,1083,75,0
I,1084,76,0
I,1085,65,0
I,1086,65,0
I,1087,65,0
I,1088,65,0
I,1089,64,0
I,1090,75,0
I,1091,64,0
I,1092,64,0
I,1093,64,0
I,1094,65,0
I,1095,65,0
I,1096,65,0
I,1097,65,0
I,1098,65,0
I,1099,65,0
I,1100,65,0
I,1101,65,0
I,1102,65,0
I,1103,64,0
I,1104,75,0
I,1105,75,0
I,1106,64,0
I,1107,64,0
I,1108,75,0
I,1109,75,0
I,1110,76,0
I,1111,65,0
I,1112,76,0
I,1113,65,0
I,1114,65,0
I,1115,65,0
I,1116,65,0
I,1117,64,0
I,1118,64,0
I,1119,64,0
I,1120,75,0
I,1121,75,0
I,1122,64,0
I,1123,64,0
I,1124,64,0
I,1125,65,0
I,1126,65,0
I,1127,65,0
I,1128,65,0
I,1129,65,0
I,1130,65,0
I,1131,65,0
I,1132,65,0
I,1133,65,0
I,1134,65,0
I,1135,65,0
I,1136,65,0
I,1137,65,0
I,1138,76,0
I,1139,76,0
I,1140,76,0
I,1141,76,0
I,1142,75,0
I,1143,64,0
I,1144,64,0
I,1145,64,0
I,1146,64,0
I,1147,75,0
I,1148,75,0
I,1149,65,0
I,1150,65,0
I,1151,65,0
I,1152,65,0
I,1153,65,0
I,1154,76,0
I,1155,65,0
I,1156,76,0
I,1157,65,0
I,1158,75,0
I,1159,65,0
I,1160,65,0
I,1161,64,0
I,1162,64,0
I,1163,65,0
I,1164,65,0
I,1165,65,0
I,1166,76,0
I,1167,65,0
I,1168,65,0
I,1169,65,0
I,1170,65,0
I,1171,75,0
I,1172,65,0
I,1173,75,0
I,1174,75,0
I,1175,65,0
I,1176,65,0
I,1177,65,0
I,1178,65,0
I,1179,65,0
I,1180,65,0
I,1181,65,0
I,1182,65,0
I,1183,76,0
I,1184,65,0
I,1185,75,0
I,1186,64,0
I,1187,75,0
I,1188,64,0
I,1189,64,0
I,1190,65,0
I,1191,65,0
I,1192,65,0
I,1193,65,0
I,1194,65,0
I,1195,75,0
I,1196,64,0
I,1197,64,0
I,1198,64,0
I,1199,64,0
I,1200,75,0
I,1201,64,0
I,1202,64,0
I,1203,64,0
I,1204,75,0
I,1205,64,0
I,1206,76,0
I,1207,65,0
I,1208,65,0
I,1209,65,0
I,1210,75,0
I,1211,75,0
I,1212,64,0
I,1213,65,0
I,1214,64,0
I,1215,64,0
I,1216,64,0
I,1217,75,0
I,1218,64,0
I,1219,64,0
I,1220,65,0
I,1221,65,0
I,1222,65,0
I,1223,65,0
I,1224,65,0
I,1225,65,0
I,1226,65,0
I,1227,64,0
I,1228,65,0
I,1229,65,0
I,1230,64,0
I,1231,64,0
I,1232,64,0
I,1233,64,0
I,1234,64,0
I,1235,64,0
I,1236,75,0
I,1237,64,0
I,1238,75,0
I,1239,75,0
I,1240,64,0
I,1241,75,0
I,1242,64,0
I,1243,64,0
I,1244,64,0
I,1245,64,0
I,1246,75,0
I,1247,75,0
I,1248,65,0
I,1249,65,0
I,1250,65,0
I,1251,65,0
I,1252,65,0
I,1253,76,0
I,1254,65,0
I,1255,76,0
I,1256,65,0
I,1257,65,0
I,1258,65,0
I,1259,64,0
I,1260,75,0
I,1261,64,0
I,1262,64,0
I,1263,65,0
I,1264,65,0
I,1265,65,0
I,1266,76,0
I,1267,65,0
I,1268,65,0
I,1269,75,0
I,1270,75,0
I,1271,75,0
I,1272,64,0
I,1273,64,0
I,1274,75,0
I,1275,64,0
I,1276,75,0
I,1277,75,0
I,1278,65,0
I,1279,76,0
I,1280,65,0
I,1281,65,0
I,1282,65,0
I,1283,65,0
I,1284,75,0
I,1285,64,0
I,1286,64,0
I,1287,64,0
I,1288,64,0
I,1289,75,0
I,1290,75,0
I,1291,75,0
I,1292,75,0
I,1293,65,0
I,1294,65,0
I,1295,76,0
I,1296,65,0
I,1297,65,0
I,1298,65,0
I,1299,65,0
I,1300,76,0
I,1301,65,0
I,1302,75,0
I,1303,64,0
I,1304,64,0
I,1305,64,0
I,1306,64,0
I,1307,64,0
I,1308,75,0
I,1309,65,0
I,1310,65,0
I,1311,75,0
I,1312,75,0
I,1313,75,0
I,1314,65,0
I,1315,65,0
I,1316,65,0
I,1317,65,0
I,1318,65,0
I,1319,76,0
I,1320,65,0
I,1321,65,0
I,1322,65,0
I,1323,65,0
I,1324,64,0
I,1325,64,0
I,1326,75,0
I,1327,75,0
I,1328,64,0
I,1329,64,0
I,1330,64,0
I,1331,64,0
I,1332,75,0
I,1333,75,0
I,1334,75,0
I,1335,76,0
I,1336,65,0
I,1337,65,0
I,1338,64,0
I,1339,64,0
I,1340,75,0
I,1341,65,0
I,1342,65,0
I,1343,65,0
I,1344,65,0
I,1345,194,0
I,1346,76,0
I,1347,64,0
I,1348,65,0
I,1349,65,0
I,1350,65,0
I,1351,64,0
I,1352,64,0
I,1353,64,0
I,1354,64,0
I,1355,65,0
I,1356,75,0
I,1357,65,0
I,1358,65,0
I,1359,65,0
I,1360,64,0
I,1361,64,0
I,1362,64,0
I,1363,75,0
I,1364,65,0
I,1365,65,0
I,1366,76,0
I,1367,75,0
I,1368,64,0
I,1369,64,0
I,1370,65,0
I,1371,65,0
I,1372,65,0
I,1373,65,0
I,1374,64,0
I,1375,75,0
I,1376,75,0
I,1377,65,0
I,1378,65,0
I,1379,65,0
I,1380,64,0
I,1381,75,0
I,1382,65,0
I,1383,76,0
I,1384,76,0
I,1385,65,0
I,1386,76,0
I,1387,64,0
I,1388,64,0
I,1389,64,0
I,1390,76,0
I,1391,65,0
I,1392,64,0
I,1393,64,0
I,1394,75,0
I,1395,75,0
I,1396,76,0
I,1397,76,0
I,1398,75,0
I,1399,75,0
I,1400,76,0
I,1401,65,0
I,1402,65,0
I,1403,65,0
I,1404,64,0
I,1405,64,0
I,1406,64,0
I,1407,64,0
I,1408,65,0
I,1409,65,0
I,1410,76,0
I,1411,65,0
I,1412,75,0
I,1413,65,0
I,1414,65,0
I,1415,76,0
I,1416,65,0
I,1417,65,0
I,1418,65,0
I,1419,64,0
I,1420,65,0
I,1421,75,0
I,1422,76,0
I,1423,65,0
I,1424,64,0
I,1425,64,0
I,1426,64,0
I,1427,75,0
I,1428,65,0
I,1429,64,0
I,1430,86,0
I,1431,64,0
I,1432,64,0
I,1433,65,0
I,1434,65,0
I,1435,65,0
I,1436,65,0
I,1437,76,0
I,1438,64,0
I,1439,64,0
I,1440,76,0
I,1441,65,0
I,1442,64,0
I,1443,75,0
I,1444,65,0
I,1445,65,0
I,1446,65,0
I,1447,65,0
I,1448,75,0
I,1449,65,0
I,1450,65,0
I,1451,75,0
I,1452,64,0
I,1453,377,0
I,1454,118,0
I,1455,86,0
I,1456,86,0
I,1457,86,0
I,1458,87,0
I,1459,86,0
I,1460,86,0
I,1461,76,0
I,1462,86,0
I,1463,86,0
I,1464,86,0
I,1465,87,0
I,1466,75,0
I,1467,86,0
I,1468,86,0
I,1469,96,0
I,1470,86,0
I,1471,86,0
I,1472,86,0
I,1473,86,0
I,1474,86,0
I,1475,86,0
I,1476,86,0
I,1477,86,0
I,1478,86,0
I,1479,86,0
I,1480,86,0
I,1481,86,0
I,1482,87,0
I,1483,86,0
I,1484,86,0
I,1485,75,0
I,1486,76,0
I,1487,86,0
I,1488,86,0
I,1489,86,0
I,1490,86,0
I,1491,97,0
I,1492,76,0
I,1493,75,0
I,1494,86,0
I,1495,86,0
I,1496,86,0
I,1497,86,0
I,1498,86,0
I,1499,76,0
I,1500,86,0
I,1501,86,0
I,1502,86,0
I,1503,86,0
I,1504,86,0
I,1505,86,0
I,1506,76,0
I,1507,75,0
I,1508,75,0
I,1509,86,0
I,1510,86,0
I,1511,86,0
I,1512,86,0
I,1513,75,0
I,1514,86,0
I,1515,86,0
I,1516,86,0
I,1517,86,0
I,1518,86,0
I,1519,86,0
I,1520,86,0
I,1521,86,0
I,1522,86,0
I,1523,97,0
I,1524,76,0
I,1525,86,0
I,1526,86,0
I,1527,86,0
I,1528,86,0
I,1529,86,0
I,1530,86,0
I,1531,86,0
I,1532,86,0
I,1533,86,0
I,1534,86,0
I,1535,76,0
I,1536,86,0
I,1537,86,0
I,1538,87,0
I,1539,86,0
I,1540,86,0
I,1541,86,0
I,1542,76,0
I,1543,86,0
I,1544,86,0
I,1545,86,0
I,1546,86,0
I,1547,86,0
I,1548,75,0
I,1549,86,0
I,1550,86,0
I,1551,269,0
I,1552,86,0
I,1553,86,0
I,1554,86,0
I,1555,86,0
I,1556,86,0
I,1557,76,0
I,1558,75,0
I,1559,86,0
I,1560,86,0
I,1561,86,0
I,1562,86,0
I,1563,86,0
I,1564,86,0
I,1565,86,0
I,1566,86,0
I,1567,87,0
I,1568,86,0
I,1569,86,0
I,1570,75,0
I,1571,86,0
I,1572,86,0
I,1573,87,0
I,1574,75,0
I,1575,75,0
I,1576,86,0
I,1577,86,0
I,1578,86,0
I,1579,75,0
I,1580,86,0
I,1581,86,0
I,1582,86,0
I,1583,86,0
I,1584,86,0
I,1585,86,0
I,1586,86,0
I,1587,86,0
I,1588,86,0
I,1589,86,0
I,1590,86,0
I,1591,86,0
I,1592,76,0
I,1593,86,0
I,1594,75,0
I,1595,86,0
I,1596,86,0
I,1597,86,0
I,1598,75,0
I,1599,86,0
I,1600,86,0
I,1601,86,0
I,1602,86,0
I,1603,75,0
I,1604,86,0
I,1605,76,0
I,1606,86,0
I,1607,86,0
I,1608,86,0
I,1609,87,0
I,1610,86,0
I,1611,86,0
I,1612,75,0
I,1613,76,0
I,1614,75,0
I,1615,86,0
I,1616,86,0
I,1617,76,0
I,1618,75,0
I,1619,75,0
I,1620,76,0
I,1621,86,0
I,1622,86,0
I,1623,86,0
I,1624,86,0
I,1625,75,0
I,1626,75,0
I,1627,86,0
I,1628,86,0
I,1629,75,0
I,1630,86,0
I,1631,86,0
I,1632,86,0
I,1633,86,0
I,1634,76,0
I,1635,75,0
I,1636,86,0
I,1637,86,0
I,1638,86,0
I,1639,86,0
I,1640,75,0
I,1641,86,0
I,1642,86,0
I,1643,96,0
I,1644,75,0
I,1645,87,0
I,1646,86,0
I,1647,86,0
I,1648,86,0
I,1649,75,0
I,1650,86,0
I,1651,86,0
I,1652,86,0
I,1653,86,0
I,1654,86,0
I,1655,86,0
I,1656,86,0
I,1657,86,0
